#gene1	gene2	strand1(gene/fusion)	strand2(gene/fusion)	breakpoint1	breakpoint2	site1	site2	type	split_reads1	split_reads2	discordant_mates	coverage1	coverage2	confidence	reading_frame	tags	retained_protein_domains	closest_genomic_breakpoint1	closest_genomic_breakpoint2	gene_id1	gene_id2	transcript_id1	transcript_id2	direction1	direction2	filters	fusion_transcript	peptide_sequence	read_identifiers
LYPLA2P2	PRR36(5026),LYPLA2P2(29)	-/-	./-	chr19:7879583	chr19:7879416	exon	intergenic	deletion/read-through	0	0	0	2	5	low	.	.	.	.	.	ENSG00000269153.1	.	.	.	upstream	downstream	read_through	.	.	.
ENSG00000269553	DMKN	+/.	-/.	chr19:35331684	chr19:35504432	intron	intron	deletion/read-through/5'-5'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000269553.1	ENSG00000161249.21	.	.	downstream	upstream	mismatches(1)	.	.	.
ABHD8	BISPR	-/.	+/.	chr19:17309165	chr19:17408678	intron	intron	deletion/read-through/3'-3'	0	0	0	6	3	low	.	.	.	.	.	ENSG00000127220.6	ENSG00000282851.2	.	.	downstream	upstream	duplicates(2)	.	.	.
RPL9P32	ENSG00000267433(10352),ENSG00000278895(3641)	-/-	./-	chr19:29956367	chr19:29912221	intergenic	intergenic	deletion/read-through	0	0	0	127	4	low	.	.	.	.	.	ENSG00000242100.2	.	.	.	upstream	downstream	duplicates(1),mismatches(3)	.	.	.
PLIN4	SEMA6B(24877),ENSG00000267408(14541)	-/.	./.	chr19:4515054	chr19:4606653	intron	intergenic	deletion/read-through	0	0	0	4	1	low	.	.	.	.	.	ENSG00000167676.5	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000267005(2122),ZNF565(6301)	ZNF565	./.	-/.	chr19:36175975	chr19:36213610	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000196357.12	.	.	downstream	upstream	read_through	.	.	.
EIF3K	SIRT2	+/.	-/.	chr19:38622052	chr19:38887903	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000178982.10	ENSG00000068903.21	.	.	downstream	upstream	mismatches(1)	.	.	.
VAV1	ENSG00000290427	+/.	-/.	chr19:6803765	chr19:6987700	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000141968.8	ENSG00000290427.1	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000290073	ZNF702P(5926),ERVV-2(916)	+/.	./.	chr19:52609213	chr19:53043824	intron	intergenic	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000290073.1	.	.	.	downstream	upstream	mismatches	.	.	.
TPM3P5	TPM3P5(55),PLEKHA3P1(14090)	+/+	./+	chr19:41506861	chr19:41506953	exon	intergenic	deletion/read-through	0	0	0	16	12	low	.	.	.	.	.	ENSG00000268034.1	.	.	.	downstream	upstream	read_through	.	.	.
ENSG00000267605	ZNF875	-/.	+/.	chr19:37236756	chr19:37323343	intron	intron	deletion/read-through/3'-3'	0	0	0	5	2	low	.	.	.	.	.	ENSG00000267605.8	ENSG00000181666.19	.	.	downstream	upstream	mismatches(1)	.	.	.
CLC	ZNF780B	-/.	-/.	chr19:39732347	chr19:40038233	intron	intron	deletion/read-through	0	0	1	3	1	low	.	.	.	.	.	ENSG00000105205.7	ENSG00000128000.17	.	.	downstream	upstream	min_support	.	.	.
ENSG00000267314	MLLT1	+/.	-/.	chr19:5908565	chr19:6253250	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267314.1	ENSG00000130382.9	.	.	downstream	upstream	mismatches	.	.	.
TYK2	SMARCA4	-/.	+/.	chr19:10376159	chr19:11004164	intron	intron	deletion/3'-3'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000105397.15	ENSG00000127616.22	.	.	downstream	upstream	duplicates(1)	.	.	.
ENSG00000268157	ENSG00000268157	+/.	+/.	chr19:49356923	chr19:49356948	intron	intron	duplication/ITD	0	0	0	1	1	low	.	.	.	.	.	ENSG00000268157.1	ENSG00000268157.1	.	.	upstream	downstream	hairpin(1)	.	.	.
SEPTIN7P8(2278),ENSG00000238150(41)	ENSG00000238150	./+	+/+	chr19:53775558	chr19:53775603	intergenic	exon	deletion/read-through	0	0	0	290	360	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	read_through	.	.	.
ENSG00000268790	CPAMD8	-/.	-/.	chr19:16633391	chr19:16918934	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000268790.5	ENSG00000160111.15	.	.	downstream	upstream	mismatches	.	.	.
SLC25A23	C3	-/.	-/.	chr19:6614132	chr19:6709378	intergenic	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000125648.15	ENSG00000125730.18	.	.	downstream	upstream	mismatches(1)	.	.	.
CASP14(10462),OR1I1(13456)	BRD4	./.	-/.	chr19:15068755	chr19:15312465	intergenic	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	.	ENSG00000141867.19	.	.	downstream	upstream	mismatches	.	.	.
YJU2B	ZSWIM4	+/.	+/.	chr19:13746142	chr19:13811966	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000104957.14	ENSG00000132003.10	.	.	downstream	upstream	mismatches(1)	.	.	.
MARK4	RSPH6A	+/.	-/.	chr19:45268238	chr19:45799895	intron	intron	deletion/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000007047.16	ENSG00000104941.8	.	.	downstream	upstream	mismatches	.	.	.
EIF3G	EIF3G	-/-	-/+	chr19:10119118	chr19:10118874	CDS	CDS	inversion/5'-5'	0	0	1	4	10	low	.	.	.	.	.	ENSG00000130811.12	ENSG00000130811.12	.	.	upstream	upstream	min_support	.	.	.
Metazoa_SRP(19403),ENSG00000267073(4258)	BTBD2	./.	-/.	chr19:1743798	chr19:1995389	intergenic	intron	deletion/read-through	0	0	0	3	2	low	.	.	.	.	.	.	ENSG00000133243.10	.	.	downstream	upstream	mismatches	.	.	.
DKKL1	TSKS	+/.	-/.	chr19:49368106	chr19:49755638	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000104901.7	ENSG00000126467.11	.	.	downstream	upstream	mismatches	.	.	.
MARK4	FBXO46	+/.	-/.	chr19:45127838	chr19:45726515	intron	intron	deletion/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000007047.16	ENSG00000177051.6	.	.	downstream	upstream	mismatches(1)	.	.	.
PPP1R37	FBXO46	+/.	-/.	chr19:45127838	chr19:45726515	intron	intron	deletion/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000104866.11	ENSG00000177051.6	.	.	downstream	upstream	mismatches(1)	.	.	.
KCNK6	RYR1	+/.	+/.	chr19:38324160	chr19:38530185	intron	intron	deletion/read-through	0	0	0	2	0	low	.	.	.	.	.	ENSG00000099337.5	ENSG00000196218.14	.	.	downstream	upstream	duplicates(1)	.	.	.
PSG8-AS1(2620),ENSG00000291235(9870)	PSG11-AS1	./.	+/.	chr19:42829498	chr19:43160216	intergenic	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	.	ENSG00000282943.1	.	.	downstream	upstream	mismatches	.	.	.
CD22	CD22	+/+	+/+	chr19:35332721	chr19:35332622	CDS	CDS	duplication/ITD	0	0	0	6	10	low	.	.	.	.	.	ENSG00000012124.17	ENSG00000012124.17	.	.	downstream	upstream	hairpin(1)	.	.	.
KCNK6	EIF3K	+/.	+/.	chr19:38324160	chr19:38628135	intron	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000099337.5	ENSG00000178982.10	.	.	downstream	upstream	duplicates(1)	.	.	.
C19orf38	TIMM29(24041),SMARCA4(3356)	+/.	./.	chr19:10864291	chr19:10957576	intron	intergenic	deletion/read-through	0	0	0	0	1	low	.	.	.	.	.	ENSG00000214212.9	.	.	.	downstream	upstream	mismatches(1)	.	.	.
FBN3(13821),ENSG00000269651(9859)	MYO1F	./.	-/.	chr19:8163413	chr19:8542856	intergenic	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	.	ENSG00000142347.19	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000266950	PIN1	+/+	+/+	chr19:9797071	chr19:9837550	intron	exon	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000266950.1	ENSG00000127445.14	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000269693	ENSG00000290812	-/-	+/-	chr19:12579324	chr19:12094594	3'UTR	intron	deletion/5'-5'	0	0	0	3	1	low	.	.	.	.	.	ENSG00000269693.1	ENSG00000290812.1	.	.	upstream	downstream	mismatches(1)	.	.	.
EXOSC5	CYP2S1(5416),AXL(6268)	-/-	./-	chr19:41390050	chr19:41212955	exon	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000077348.10	.	.	.	upstream	downstream	mismatches	.	.	.
ENSG00000269043	ENSG00000269110	+/.	-/.	chr19:20512543	chr19:20572954	intron	intron	deletion/read-through/5'-5'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000269043.2	ENSG00000269110.1	.	.	downstream	upstream	read_through(1)	.	.	.
NPAS1	ZC3H4	+/.	-/.	chr19:47034077	chr19:47092680	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000130751.10	ENSG00000130749.10	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000267723	OR10H5	-/.	+/.	chr19:14290967	chr19:14764177	intron	intergenic	deletion/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267723.1	ENSG00000172519.10	.	.	downstream	upstream	mismatches(1)	.	.	.
COX6B1(5782),UPK1A(1953)	TEX14BP	./.	-/.	chr19:35664564	chr19:35794798	intergenic	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	.	ENSG00000225872.6	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000269242	RPL10P16	-/-	-/-	chr19:12643864	chr19:12643806	3'UTR	exon	deletion/read-through	0	0	0	123	201	low	.	.	.	.	.	ENSG00000269242.1	ENSG00000178464.6	.	.	upstream	downstream	read_through	.	.	.
COX6B1(5734),UPK1A(2001)	ENSG00000267786	./.	+/.	chr19:35664516	chr19:35951845	intergenic	intron	deletion/read-through	0	0	0	0	1	low	.	.	.	.	.	.	ENSG00000267786.1	.	.	downstream	upstream	mismatches(1)	.	.	.
ERCC1	OPA3	-/.	-/.	chr19:45411562	chr19:45594193	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000012061.17	ENSG00000125741.6	.	.	downstream	upstream	mismatches(1)	.	.	.
BRSK1	TMEM150B	+/.	-/.	chr19:55288236	chr19:55332028	intron	intron	deletion/read-through/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000160469.17	ENSG00000180061.10	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000278239	ENSG00000285505	-/-	-/-	chr19:41833934	chr19:41977419	exon	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000278239.1	ENSG00000285505.1	.	.	downstream	upstream	mismatches	.	.	.
ARHGAP35	SAE1	+/.	+/.	chr19:46961120	chr19:47201904	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000160007.20	ENSG00000142230.13	.	.	downstream	upstream	mismatches	.	.	.
NCR1	NLRP7	+/.	-/.	chr19:54915510	chr19:54932287	intron	intron	deletion/read-through/5'-5'	0	0	0	2	2	low	.	.	.	.	.	ENSG00000189430.13	ENSG00000167634.12	.	.	downstream	upstream	read_through(2)	.	.	.
CYP2S1(5722),AXL(5962)	HNRNPUL1	./.	+/.	chr19:41213261	chr19:41302321	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000105323.18	.	.	downstream	upstream	mismatches	.	.	.
MEGF8	LIPE-AS1	+/.	+/.	chr19:42373298	chr19:42558121	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105429.13	ENSG00000213904.11	.	.	downstream	upstream	mismatches	.	.	.
AKR1B1P7	RPS3AP50(18377),AKR1B1P7(136)	-/-	./-	chr19:33360506	chr19:33360361	exon	intergenic	deletion/read-through	0	0	0	5	2	low	.	.	.	.	.	ENSG00000266899.2	.	.	.	upstream	downstream	read_through	.	.	.
EML2	FBXO46	-/.	-/.	chr19:45608253	chr19:45726523	intron	intron	deletion/read-through	1	0	0	2	1	low	.	.	.	.	.	ENSG00000125746.18	ENSG00000177051.6	.	.	downstream	upstream	min_support	.	.	.
NACC1	NACC1	+/.	+/.	chr19:13127153	chr19:13127187	intron	intron	inversion/3'-3'	1	0	0	1	0	low	.	.	.	.	.	ENSG00000160877.7	ENSG00000160877.7	.	.	downstream	downstream	min_support	.	.	.
CKM	ERCC1	-/.	-/.	chr19:45320206	chr19:45429917	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000104879.5	ENSG00000012061.17	.	.	downstream	upstream	mismatches(1)	.	.	.
FTL	FTLP5	+/+	+/+	chr19:48966730	chr19:3871670	CDS	exon	duplication	1	0	0	112	0	low	.	.	.	.	.	ENSG00000087086.15	ENSG00000266989.1	.	.	downstream	upstream	min_support	.	.	.
DCAF15	CLEC17A	+/.	+/.	chr19:13954989	chr19:14611471	intron	3'UTR	deletion	0	0	0	1	3	low	.	.	.	.	.	ENSG00000132017.11	ENSG00000187912.12	.	.	downstream	upstream	mismatches	.	.	.
MARK4	ERCC1	+/.	-/.	chr19:45214695	chr19:45441606	intron	intron	deletion/read-through/5'-5'	0	0	0	5	1	low	.	.	.	.	.	ENSG00000007047.16	ENSG00000012061.17	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000267922	IGFL1P2(13967),HIF3A(22217)	+/.	./.	chr19:46105396	chr19:46274825	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267922.1	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000267360	ZNF569	-/-	-/-	chr19:37203429	chr19:37415844	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000267360.6	ENSG00000196437.12	.	.	downstream	upstream	mismatches	.	.	.
ADGRE1	INSR	+/.	-/.	chr19:6918299	chr19:7009592	intron	intergenic	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000174837.15	ENSG00000171105.14	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000188223	PSENEN	+/.	+/.	chr19:35746320	chr19:35746331	intron	intron	inversion/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000188223.9	ENSG00000205155.8	.	.	downstream	downstream	hairpin(1)	.	.	.
VN2R19P	ZNF587B	-/-	+/-	chr19:58012317	chr19:57822320	exon	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000235974.2	ENSG00000269343.9	.	.	upstream	downstream	mismatches	.	.	.
INAFM1(7216),C5AR1(7084)	C5AR1	./.	+/.	chr19:47282939	chr19:47297989	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000197405.8	.	.	downstream	upstream	read_through	.	.	.
ENSG00000196826	ZNF490	-/.	-/.	chr19:12498435	chr19:12587778	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000196826.7	ENSG00000188033.10	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000269755	ZNF791	-/-	+/-	chr19:12472396	chr19:12631607	intron	3'UTR	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000269755.1	ENSG00000173875.14	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF667	MIMT1(42890),ENSG00000269786(30572)	-/.	./.	chr19:56452720	chr19:56891446	intron	intergenic	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000198046.13	.	.	.	downstream	upstream	mismatches	.	.	.
ZNF154	ZNF587B	-/-	+/-	chr19:57698978	chr19:57825498	3'UTR	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000179909.16	ENSG00000269343.9	.	.	downstream	upstream	mismatches	.	.	.
GYS1	GYS1	-/-	-/-	chr19:48969120	chr19:48969225	3'UTR	3'UTR	duplication	0	0	0	3	2	low	.	.	.	.	.	ENSG00000104812.15	ENSG00000104812.15	.	.	upstream	downstream	same_gene	.	.	.
GRWD1	SEC1P	+/+	+/+	chr19:48448898	chr19:48681593	intron	exon	deletion/read-through	0	0	0	0	1	low	.	.	.	.	.	ENSG00000105447.13	ENSG00000232871.8	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF43(14495),ZNF208(66338)	ZNF675	./.	-/.	chr19:21866620	chr19:23534085	intergenic	intron	deletion	0	0	0	5	0	low	.	.	.	.	.	.	ENSG00000197372.10	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000269755	ENSG00000269693	-/.	-/.	chr19:12466035	chr19:12574800	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000269755.1	ENSG00000269693.1	.	.	downstream	upstream	duplicates(1)	.	.	.
CEP89	SLC7A10	-/.	-/.	chr19:32913330	chr19:33213310	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000121289.18	ENSG00000130876.11	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000267509	ENSG00000283269	+/.	-/.	chr19:28092758	chr19:28684708	intron	intron	deletion/5'-5'	0	0	0	9	7	low	.	.	.	.	.	ENSG00000267509.5	ENSG00000283269.2	.	.	downstream	upstream	mismatches	.	.	.
ZNF91	ZNF675(5700),ZNF681(46275)	-/.	./.	chr19:23369749	chr19:23692920	intron	intergenic	deletion/read-through	0	0	2	4	4	low	.	.	.	.	.	ENSG00000167232.14	.	.	.	downstream	upstream	intronic	.	.	.
ENSG00000286125	MIMT1(4778),ENSG00000269786(68684)	+/.	./.	chr19:56787879	chr19:56853334	intron	intergenic	deletion/read-through	0	0	0	1	3	low	.	.	.	.	.	ENSG00000286125.3	.	.	.	downstream	upstream	mismatches	.	.	.
ZNF766	ENSG00000269535	+/.	-/.	chr19:52278550	chr19:52330074	intron	intron	deletion/read-through/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000196214.11	ENSG00000269535.1	.	.	downstream	upstream	multimappers(1)	.	.	.
ZNF30-AS1	TBCB	-/.	+/.	chr19:34907207	chr19:36117997	intron	intron	deletion/3'-3'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000270876.3	ENSG00000105254.12	.	.	downstream	upstream	mismatches(1)	.	.	.
NRTN	RFX2	+/.	-/.	chr19:5813775	chr19:6163879	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000171119.3	ENSG00000087903.13	.	.	downstream	upstream	low_entropy(1)	.	.	.
RPL39P38	MIR3188(3177),RPL39P38(5)	-/-	./-	chr19:18285373	chr19:18285338	exon	intergenic	deletion/read-through	0	0	0	103	109	low	.	.	.	.	.	ENSG00000241464.3	.	.	.	upstream	downstream	read_through	.	.	.
UNC13A(10242),MAP1S(20635)	ENSG00000285188	./.	-/.	chr19:17698607	chr19:18215666	intergenic	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000285188.1	.	.	downstream	upstream	mismatches	.	.	.
MYO1F	MUC16	-/.	-/.	chr19:8564245	chr19:8932153	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000142347.19	ENSG00000181143.16	.	.	downstream	upstream	mismatches	.	.	.
CATSPERD	ADGRE1	+/.	+/.	chr19:6503319	chr19:6913406	intergenic	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000174898.16	ENSG00000174837.15	.	.	downstream	upstream	mismatches(1)	.	.	.
MAP2K2	CATSPERD	-/.	+/.	chr19:4120447	chr19:5739076	intron	intron	deletion/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000126934.15	ENSG00000174898.16	.	.	downstream	upstream	mismatches	.	.	.
ZNF44(16189),ZNF563(6405)	DHPS	./.	-/.	chr19:12311072	chr19:12679173	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000095059.17	.	.	downstream	upstream	mismatches(1)	.	.	.
BRME1	LINC01841	-/.	-/.	chr19:13903499	chr19:14231279	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000132016.12	ENSG00000266913.1	.	.	downstream	upstream	mismatches(1)	.	.	.
RAB11B-AS1	ENSG00000268931	-/.	-/.	chr19:8389682	chr19:8427257	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000269386.6	ENSG00000268931.1	.	.	downstream	upstream	mismatches	.	.	.
ZNF468	ZNF331	-/.	+/.	chr19:52844769	chr19:53536035	intron	intron	deletion/3'-3'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000204604.13	ENSG00000130844.19	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF725P	ZNF675	-/.	-/.	chr19:23511694	chr19:23684098	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000268100.1	ENSG00000197372.10	.	.	downstream	upstream	mismatches	.	.	.
ZNF28	FCAR	-/.	+/.	chr19:54344800	chr19:54878195	intergenic	intron	deletion/3'-3'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000198538.11	ENSG00000186431.19	.	.	downstream	upstream	mismatches(1)	.	.	.
ABHD17A	BTBD2	-/-	-/-	chr19:1879812	chr19:2009892	exon	intron	deletion/read-through	0	0	0	0	1	low	.	.	.	.	.	ENSG00000129968.17	ENSG00000133243.10	.	.	downstream	upstream	mismatches(1)	.	.	.
SH2D3A	INSR	-/.	-/.	chr19:6760211	chr19:7166720	intron	intron	deletion	0	0	0	5	1	low	.	.	.	.	.	ENSG00000125731.13	ENSG00000171105.14	.	.	downstream	upstream	mismatches	.	.	.
ZNF468	FCAR	-/.	+/.	chr19:54344800	chr19:54878195	intergenic	intron	deletion/3'-3'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000204604.13	ENSG00000186431.19	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000241069	RPL39P36	+/+	+/+	chr19:53386379	chr19:53413340	exon	exon	deletion/read-through	0	0	0	105	25	low	.	.	.	.	.	ENSG00000241069.1	ENSG00000239912.1	.	.	downstream	upstream	mismatches	.	.	.
SEPTIN7P8(2279),ENSG00000238150(40)	ENSG00000238150	./+	+/+	chr19:53775559	chr19:53775630	intergenic	exon	deletion/read-through	0	0	0	290	335	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	read_through	.	.	.
ATG4D	KRI1	+/.	-/.	chr19:10549576	chr19:10558921	intron	intron	deletion/read-through/5'-5'	0	0	0	0	1	low	.	.	.	.	.	ENSG00000130734.10	ENSG00000129347.21	.	.	downstream	upstream	read_through	.	.	.
ICAM3	ICAM3	-/-	-/-	chr19:10335762	chr19:10335810	CDS	CDS	duplication/ITD	0	0	0	6	6	low	.	.	.	.	.	ENSG00000076662.11	ENSG00000076662.11	.	.	upstream	downstream	hairpin(1)	.	.	.
SIPA1L3	KCNK6	+/.	+/.	chr19:37919810	chr19:38320674	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105738.11	ENSG00000099337.5	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000266985(18020),RPL21P131(13716)	PDCD2L	./.	+/.	chr19:33575490	chr19:34423571	intergenic	intron	deletion	0	0	0	1	2	low	.	.	.	.	.	.	ENSG00000126249.8	.	.	downstream	upstream	mismatches	.	.	.
RPS4XP21	RPS4XP20	-/-	-/-	chr19:34092708	chr19:34022824	exon	exon	deletion/read-through	0	0	0	19	68	low	.	.	.	.	.	ENSG00000186008.7	ENSG00000249987.1	.	.	upstream	downstream	mismatches	.	.	.
POLRMT	PALM	-/.	+/.	chr19:632007	chr19:714591	intron	intron	deletion/read-through/3'-3'	0	0	0	3	1	low	.	.	.	.	.	ENSG00000099821.14	ENSG00000099864.18	.	.	downstream	upstream	mismatches(1)	.	.	.
MYPOP	CCDC61	-/.	+/.	chr19:45892127	chr19:45997585	intron	intron	deletion/read-through/3'-3'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000176182.6	ENSG00000104983.8	.	.	downstream	upstream	mismatches	.	.	.
ADGRL1-AS1	GIPC1	+/.	-/.	chr19:14153719	chr19:14488523	intron	intron	deletion/read-through/5'-5'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000267169.2	ENSG00000123159.16	.	.	downstream	upstream	duplicates(1)	.	.	.
MEIOSIN	CCDC61	+/.	+/.	chr19:45744226	chr19:45997585	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000237452.3	ENSG00000104983.8	.	.	downstream	upstream	mismatches	.	.	.
ZNF793	ZFP30	+/.	-/.	chr19:37516365	chr19:37687066	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000188227.14	ENSG00000120784.17	.	.	downstream	upstream	mismatches(1)	.	.	.
RANBP3-DT	ENSG00000269802	+/.	-/.	chr19:5980095	chr19:6360573	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000266983.3	ENSG00000269802.1	.	.	downstream	upstream	mismatches	.	.	.
ZNF28	ZNF611	-/-	-/-	chr19:52805529	chr19:52711158	5'UTR	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000198538.11	ENSG00000213020.10	.	.	upstream	downstream	mismatches	.	.	.
ANKRD27	TDRD12	-/.	+/.	chr19:32640104	chr19:32764254	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105186.16	ENSG00000173809.18	.	.	downstream	upstream	mismatches(1)	.	.	.
ELAVL1(118),ENSG00000289255(15)	ENSG00000289255	./+	+/+	chr19:8005777	chr19:8005882	intergenic	exon	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000289255.2	.	.	downstream	upstream	read_through	.	.	.
EEF1A1P7	EEF1A1P7(91),LINC01531(15368)	+/+	./+	chr19:35383974	chr19:35384143	exon	intergenic	deletion/read-through	0	0	0	744	544	low	.	.	.	.	.	ENSG00000268222.1	.	.	.	downstream	upstream	read_through	.	.	.
ENSG00000290427	INSR	-/.	-/.	chr19:6975422	chr19:7164711	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000290427.1	ENSG00000171105.14	.	.	downstream	upstream	mismatches	.	.	.
ADGRE4P	INSR	-/.	-/.	chr19:6975422	chr19:7164711	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000268758.8	ENSG00000171105.14	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000242411	ZNF444	-/-	+/-	chr19:56217400	chr19:56143628	exon	intron	deletion/read-through/5'-5'	0	0	0	112	0	low	.	.	.	.	.	ENSG00000242411.2	ENSG00000167685.15	.	.	upstream	downstream	mismatches(1)	.	.	.
MARK4	MEIOSIN	+/.	+/.	chr19:45483900	chr19:45746083	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000007047.16	ENSG00000237452.3	.	.	downstream	upstream	mismatches(1)	.	.	.
LONP1	LONP1	-/-	-/-	chr19:5691978	chr19:5692006	3'UTR	CDS	duplication/ITD	0	0	0	3	3	low	.	.	.	.	.	ENSG00000196365.12	ENSG00000196365.12	.	.	upstream	downstream	hairpin(2)	.	.	.
