#gene1	gene2	strand1(gene/fusion)	strand2(gene/fusion)	breakpoint1	breakpoint2	site1	site2	type	split_reads1	split_reads2	discordant_mates	coverage1	coverage2	confidence	reading_frame	tags	retained_protein_domains	closest_genomic_breakpoint1	closest_genomic_breakpoint2	gene_id1	gene_id2	transcript_id1	transcript_id2	direction1	direction2	filters	fusion_transcript	peptide_sequence	read_identifiers
RPS4XP22	RPS4XP21	-/-	-/-	chr19:9683563	chr19:34092797	exon	exon	duplication	0	0	0	100	28	low	.	.	.	.	.	ENSG00000239830.1	ENSG00000186008.7	.	.	upstream	downstream	mismatches(1)	.	.	.
SPTBN4	MIA-RAB4B	+/.	+/.	chr19:40561757	chr19:40651416	intron	intergenic	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000160460.17	ENSG00000268975.2	.	.	downstream	upstream	mismatches(1)	.	.	.
ZBTB32	COX7A1(11811),ENSG00000267005(9146)	+/.	./.	chr19:35707553	chr19:36164260	intron	intergenic	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000011590.14	.	.	.	downstream	upstream	mismatches	.	.	.
HNRNPM	HNRNPM	+/+	+/+	chr19:8488976	chr19:8488916	3'UTR	3'UTR	duplication/ITD	0	0	0	6	5	low	.	.	.	.	.	ENSG00000099783.13	ENSG00000099783.13	.	.	downstream	upstream	hairpin(1)	.	.	.
ENSG00000287608	TPM3P6	-/-	+/-	chr19:53462716	chr19:53480009	intron	exon	deletion/read-through/3'-3'	0	0	0	0	8	low	.	.	.	.	.	ENSG00000287608.1	ENSG00000250731.1	.	.	downstream	upstream	read_through(1)	.	.	.
ZNF765	TPM3P6	+/+	+/+	chr19:53417327	chr19:53480009	intron	exon	deletion/read-through	0	0	0	0	8	low	.	.	.	.	.	ENSG00000196417.13	ENSG00000250731.1	.	.	downstream	upstream	mismatches(1)	.	.	.
IGFL4(18728),ENSG00000267922(5276)	ENSG00000267922	./.	+/.	chr19:46095846	chr19:46138743	intergenic	intron	deletion/read-through	0	0	0	2	0	low	.	.	.	.	.	.	ENSG00000267922.1	.	.	downstream	upstream	read_through(1)	.	.	.
PRDX2	DAND5	-/.	+/.	chr19:12797773	chr19:12968653	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000167815.12	ENSG00000179284.6	.	.	downstream	upstream	mismatches	.	.	.
LINC01872	SIGLEC24P(16531),IGLON5(12091)	+/.	./.	chr19:51278190	chr19:51299553	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000268318.5	.	.	.	downstream	upstream	mismatches	.	.	.
ZNF677	TPM3P6	-/.	+/.	chr19:53241759	chr19:53480009	3'UTR	exon	deletion/read-through/3'-3'	0	0	0	0	8	low	.	.	.	.	.	ENSG00000197928.11	ENSG00000250731.1	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF611	ZNF611	-/.	-/.	chr19:52720710	chr19:52720749	intron	intron	duplication/ITD	0	0	0	1	1	low	.	.	.	.	.	ENSG00000213020.10	ENSG00000213020.10	.	.	upstream	downstream	hairpin(1)	.	.	.
RFX2	MLLT1	-/.	-/.	chr19:6005050	chr19:6265887	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000087903.13	ENSG00000130382.9	.	.	downstream	upstream	mismatches	.	.	.
LINC02987	MAN1A2P1(13347),ENSG00000267617(63289)	+/.	./.	chr19:27856246	chr19:28806218	intron	intergenic	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267575.9	.	.	.	downstream	upstream	mismatches	.	.	.
AKT2	SPTBN4	-/.	+/.	chr19:40305240	chr19:40548613	intergenic	intron	deletion/read-through/3'-3'	0	0	0	0	1	low	.	.	.	.	.	ENSG00000105221.18	ENSG00000160460.17	.	.	downstream	upstream	mismatches(1)	.	.	.
ARHGEF18	RETN(4455),MCEMP1(2178)	+/.	./.	chr19:7443117	chr19:7674910	intron	intergenic	deletion/read-through	0	0	0	2	4	low	.	.	.	.	.	ENSG00000104880.19	.	.	.	downstream	upstream	mismatches	.	.	.
ARHGEF18	ENSG00000290088	+/.	+/.	chr19:7674954	chr19:7802066	intergenic	intron	deletion/read-through	0	0	0	4	2	low	.	.	.	.	.	ENSG00000104880.19	ENSG00000290088.1	.	.	downstream	upstream	mismatches(1)	.	.	.
S1PR2	MRPL4	-/-	+/-	chr19:10223296	chr19:10253275	3'UTR	intron	deletion/read-through/3'-3'	0	0	1	2	5	low	.	.	.	.	.	ENSG00000267534.4	ENSG00000105364.14	.	.	downstream	upstream	min_support,mismatches(1)	.	.	.
RETN(4499),MCEMP1(2134)	ENSG00000290088	./.	+/.	chr19:7674954	chr19:7802066	intergenic	intron	deletion/read-through	0	0	0	4	2	low	.	.	.	.	.	.	ENSG00000290088.1	.	.	downstream	upstream	mismatches(1)	.	.	.
MAU2(4618),GATAD2A(22454)	PBX4	./.	-/.	chr19:19363372	chr19:19598348	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000105717.14	.	.	downstream	upstream	mismatches	.	.	.
HSH2D	EPS15L1	+/.	-/.	chr19:16146907	chr19:16451033	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000196684.12	ENSG00000127527.14	.	.	downstream	upstream	mismatches(1)	.	.	.
ZSCAN4	ZNF586	+/.	+/.	chr19:57673226	chr19:57790865	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000180532.12	ENSG00000083828.16	.	.	downstream	upstream	mismatches	.	.	.
LRRC25	ELL	-/-	-/-	chr19:18391395	chr19:18455013	3'UTR	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000175489.10	ENSG00000105656.13	.	.	downstream	upstream	mismatches	.	.	.
TMEM38A(6052),ENSG00000269419(16242)	BABAM1	./.	+/.	chr19:16696075	chr19:17272097	intergenic	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000105393.16	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000268650	ELL	+/.	-/.	chr19:18206512	chr19:18455013	intron	intron	deletion/read-through/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000268650.3	ENSG00000105656.13	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000141979	TMEM38A	-/.	+/.	chr19:16606366	chr19:16667108	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000141979.4	ENSG00000072954.7	.	.	downstream	upstream	read_through	.	.	.
ENSG00000289254	ZBTB7A(9080),MAP2K2(14342)	-/.	./.	chr19:3945705	chr19:4075979	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000289254.1	.	.	.	downstream	upstream	mismatches	.	.	.
S1PR2(6413),MRPL4(14157)	SLC44A2	./.	+/.	chr19:10237744	chr19:10615291	intergenic	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	.	ENSG00000129353.15	.	.	downstream	upstream	mismatches	.	.	.
PIP5K1C	ZBTB7A(12539),MAP2K2(10883)	-/.	./.	chr19:3635353	chr19:4079438	intron	intergenic	deletion	0	0	0	2	2	low	.	.	.	.	.	ENSG00000186111.11	.	.	.	downstream	upstream	mismatches	.	.	.
CHST8	RN7SL150P(16810),ENSG00000287526(52854)	+/.	./.	chr19:33711843	chr19:33944435	intron	intergenic	deletion/read-through	0	0	0	1	0	low	.	.	.	.	.	ENSG00000124302.13	.	.	.	downstream	upstream	inconsistently_clipped(1)	.	.	.
RN7SL70P(4815),SUGP2(27815)	SUGP2	./.	-/.	chr19:18963073	chr19:19030362	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000064607.17	.	.	downstream	upstream	mismatches	.	.	.
RPS9	RPS9	+/+	+/+	chr19:54207603	chr19:54207555	3'UTR	CDS	duplication/ITD	0	0	0	20	25	low	.	.	.	.	.	ENSG00000170889.14	ENSG00000170889.14	.	.	downstream	upstream	hairpin(1)	.	.	.
ZNF790-AS1	ZNF568	+/.	+/.	chr19:36800523	chr19:36956721	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267254.8	ENSG00000198453.15	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269693	ZNF791	-/.	+/.	chr19:12532545	chr19:12622165	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000269693.1	ENSG00000173875.14	.	.	downstream	upstream	mismatches	.	.	.
ARHGAP35	SAE1	+/.	+/.	chr19:46971658	chr19:47018880	intron	intergenic	deletion/read-through	0	0	0	3	2	low	.	.	.	.	.	ENSG00000160007.20	ENSG00000142230.13	.	.	downstream	upstream	mismatches(1)	.	.	.
RPS4XP21	RPS4XP20	-/-	-/-	chr19:34092699	chr19:34022836	exon	exon	deletion/read-through	0	0	0	37	84	low	.	.	.	.	.	ENSG00000186008.7	ENSG00000249987.1	.	.	upstream	downstream	mismatches	.	.	.
MAST3	LSM4(8364),RN7SL513P(1800)	+/.	./.	chr19:18141596	chr19:18331476	intron	intergenic	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000099308.13	.	.	.	downstream	upstream	mismatches	.	.	.
SLC35E1	NWD1(8698),SIN3B(2737)	-/-	./-	chr19:16565330	chr19:16826661	exon	intergenic	deletion/read-through	0	0	0	7	14	low	.	.	.	.	.	ENSG00000127526.15	.	.	.	downstream	upstream	mismatches(1)	.	.	.
RPL36	RPL36	+/+	+/+	chr19:5691599	chr19:5691561	CDS	CDS	duplication/ITD	0	0	0	50	33	low	.	.	.	.	.	ENSG00000130255.13	ENSG00000130255.13	.	.	downstream	upstream	low_entropy(1)	.	.	.
FBN3(21850),ENSG00000269651(1830)	RAB11B-AS1	./.	-/.	chr19:8171442	chr19:8378214	intergenic	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	.	ENSG00000269386.6	.	.	downstream	upstream	mismatches	.	.	.
AKAP8L	PGLYRP2	-/.	-/.	chr19:15414147	chr19:15470761	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000011243.19	ENSG00000161031.13	.	.	downstream	upstream	mismatches	.	.	.
ZNF816	ARPC1AP2	-/.	+/.	chr19:52951767	chr19:53004588	3'UTR	exon	deletion/read-through/3'-3'	0	0	0	1	5	low	.	.	.	.	.	ENSG00000180257.14	ENSG00000268282.1	.	.	downstream	upstream	mismatches	.	.	.
SMARCA4	DOCK6	+/.	-/.	chr19:10976865	chr19:11254555	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000127616.22	ENSG00000130158.14	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000267274	ZNF625	+/.	-/.	chr19:11952918	chr19:12152693	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267274.1	ENSG00000257591.6	.	.	downstream	upstream	mismatches	.	.	.
RPS6P25	FARSA-AS1	+/+	+/+	chr19:12894271	chr19:12932970	exon	exon/splice-site	deletion/read-through	0	0	0	226	0	low	.	.	.	.	.	ENSG00000240616.1	ENSG00000266975.1	.	.	downstream	upstream	mismatches(1)	.	.	.
PSG11-AS1	CEACAMP10	+/.	-/.	chr19:43056812	chr19:43242363	intron	intron	deletion/read-through/5'-5'	0	0	0	3	1	low	.	.	.	.	.	ENSG00000282943.1	ENSG00000241104.5	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000141979	ENSG00000268790	-/.	-/.	chr19:16511138	chr19:16641675	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000141979.4	ENSG00000268790.5	.	.	downstream	upstream	mismatches	.	.	.
SEPTIN7P8(2306),ENSG00000238150(13)	ENSG00000238150	./+	+/+	chr19:53775586	chr19:53775605	intergenic	exon	deletion/read-through	0	0	0	221	292	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	read_through	.	.	.
R3HDM4	ARID3A(5383),WDR18(3010)	-/.	./.	chr19:909651	chr19:981322	intron	intergenic	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	ENSG00000198858.10	.	.	.	downstream	upstream	mismatches	.	.	.
KRI1	SLC44A2	-/.	+/.	chr19:10562300	chr19:10632903	intron	intron	deletion/read-through/3'-3'	0	0	0	0	1	low	.	.	.	.	.	ENSG00000129347.21	ENSG00000129353.15	.	.	downstream	upstream	mismatches	.	.	.
ZNF491	ENSG00000269693	+/.	-/.	chr19:11803267	chr19:12551703	intron	intron	deletion/5'-5'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000177599.13	ENSG00000269693.1	.	.	downstream	upstream	mismatches(1)	.	.	.
RPL12P42(36759),CACNA1A(10895)	CACNA1A	./.	-/.	chr19:13195547	chr19:13309234	intergenic	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	.	ENSG00000141837.22	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF565	ZNF566	-/.	-/.	chr19:36187107	chr19:36455663	intron	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000196357.12	ENSG00000186017.16	.	.	downstream	upstream	mismatches	.	.	.
PPIAP58	PPIAP58(324),URI1(1667)	+/+	./+	chr19:29921612	chr19:29921977	exon	intergenic	deletion/read-through	0	0	0	103	41	low	.	.	.	.	.	ENSG00000267258.1	.	.	.	downstream	upstream	read_through	.	.	.
EBI3	SHD	+/.	+/.	chr19:4236034	chr19:4284091	intron	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000105246.6	ENSG00000105251.11	.	.	downstream	upstream	duplicates(1),mismatches(1)	.	.	.
ZNF550	ZNF814	-/.	-/.	chr19:57664066	chr19:57866619	intergenic	intron	deletion/read-through	0	0	0	4	4	low	.	.	.	.	.	ENSG00000251369.10	ENSG00000204514.11	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000268266	ZNF549	+/.	+/.	chr19:57482705	chr19:57549304	intron	intron	deletion/read-through	0	0	0	1	4	low	.	.	.	.	.	ENSG00000268266.1	ENSG00000121406.9	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF114	SYNGR4(4410),KDELR1(1788)	+/.	./.	chr19:48277221	chr19:48380787	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000178150.10	.	.	.	downstream	upstream	mismatches(1)	.	.	.
SLC35E1	GTPBP3	-/-	+/-	chr19:16565330	chr19:16826661	exon	intergenic	deletion/read-through/3'-3'	0	0	0	7	14	low	.	.	.	.	.	ENSG00000127526.15	ENSG00000130299.17	.	.	downstream	upstream	duplicates(1),mismatches(1)	.	.	.
ENSG00000266977	ENSG00000267509	-/.	+/.	chr19:27854720	chr19:28089674	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000266977.2	ENSG00000267509.5	.	.	downstream	upstream	mismatches	.	.	.
HAUS8	GTPBP3	-/.	+/.	chr19:17050934	chr19:17335435	intron	intron	deletion/read-through/3'-3'	0	0	0	2	3	low	.	.	.	.	.	ENSG00000131351.15	ENSG00000130299.17	.	.	downstream	upstream	duplicates(1)	.	.	.
PDCD2L	PDCD2L	+/+	+/+	chr19:34421601	chr19:34421536	CDS	CDS	duplication/ITD	0	0	0	3	3	low	.	.	.	.	.	ENSG00000126249.8	ENSG00000126249.8	.	.	downstream	upstream	hairpin(1)	.	.	.
ENSG00000268266	ZNF550	+/.	-/.	chr19:57482705	chr19:57549304	intron	intron	deletion/read-through/5'-5'	0	0	0	1	4	low	.	.	.	.	.	ENSG00000268266.1	ENSG00000251369.10	.	.	downstream	upstream	mismatches(1)	.	.	.
EML2	MYPOP(3512),NANOS2(7089)	-/.	./.	chr19:45632318	chr19:45906125	intron	intergenic	deletion/read-through	0	0	0	1	3	low	.	.	.	.	.	ENSG00000125746.18	.	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF548	ZNF549	+/+	+/+	chr19:57390309	chr19:57549304	5'UTR	intron	deletion/read-through	0	0	0	0	4	low	.	.	.	.	.	ENSG00000188785.12	ENSG00000121406.9	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF548	ZNF550	+/+	-/+	chr19:57390309	chr19:57549304	5'UTR	intron	deletion/read-through/5'-5'	0	0	0	0	4	low	.	.	.	.	.	ENSG00000188785.12	ENSG00000251369.10	.	.	downstream	upstream	mismatches(1)	.	.	.
CNFN(3353),LIPE-AS1(3464)	LIPE-AS1	./.	+/.	chr19:42393650	chr19:42453630	intergenic	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	.	ENSG00000213904.11	.	.	downstream	upstream	read_through	.	.	.
ZNF575	PLAUR	+/.	-/.	chr19:43527689	chr19:43660409	intron	intron	deletion/read-through/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000176472.11	ENSG00000011422.12	.	.	downstream	upstream	mismatches	.	.	.
DOCK6(33159),ENSG00000267174(32)	ELAVL3	./.	-/.	chr19:11295683	chr19:11477928	intergenic	intron	deletion/read-through	0	0	0	6	7	low	.	.	.	.	.	.	ENSG00000196361.10	.	.	downstream	upstream	mismatches	.	.	.
KANK3	HNRNPM	-/.	+/.	chr19:8325923	chr19:8451024	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000186994.12	ENSG00000099783.13	.	.	downstream	upstream	mismatches	.	.	.
CEACAM16-AS1	ENSG00000252200(7198),ENSG00000288773(4322)	-/.	./.	chr19:44698977	chr19:44733256	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000266903.3	.	.	.	downstream	upstream	read_through	.	.	.
NOTCH3(11285),ENSG00000269635(8735)	BRD4	./.	-/.	chr19:15212280	chr19:15301670	intergenic	intron	deletion/read-through	0	0	0	1	0	low	.	.	.	.	.	.	ENSG00000141867.19	.	.	downstream	upstream	mismatches	.	.	.
MYPOP	NANOS2(15774),NOVA2(3182)	-/.	./.	chr19:45897804	chr19:45930552	intron	intergenic	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000176182.6	.	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF266	ZNF426	-/.	-/.	chr19:9415136	chr19:9531825	intron	intron	deletion/read-through	1	0	0	1	2	low	.	.	.	.	.	ENSG00000174652.20	ENSG00000130818.12	.	.	downstream	upstream	min_support	.	.	.
ZNF146	ZFP30	+/.	-/.	chr19:36233711	chr19:37630570	intron	intron	deletion/5'-5'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000167635.12	ENSG00000120784.17	.	.	downstream	upstream	mismatches	.	.	.
BTBD2	GNG7	-/.	-/.	chr19:2030595	chr19:2473262	intron	intergenic	deletion	0	0	0	2	3	low	.	.	.	.	.	ENSG00000133243.10	ENSG00000176533.13	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000290933(5320),ENSG00000235181(879)	TMEM150B	./.	-/.	chr19:54551091	chr19:55333476	intergenic	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000180061.10	.	.	downstream	upstream	mismatches	.	.	.
SEPTIN7P8(2279),ENSG00000238150(40)	ENSG00000238150	./+	+/+	chr19:53775559	chr19:53775639	intergenic	exon	deletion/read-through	0	0	0	263	256	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	read_through	.	.	.
LINC01531	COX6B1(6061),UPK1A(1674)	+/.	./.	chr19:35399894	chr19:35664843	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000205786.8	.	.	.	downstream	upstream	mismatches(1)	.	.	.
DPP9	PLIN3	-/.	-/.	chr19:4719186	chr19:4844325	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000142002.19	ENSG00000105355.9	.	.	downstream	upstream	mismatches(1)	.	.	.
MAST3	LRRC25(9974),SSBP4(11268)	+/.	./.	chr19:18126984	chr19:18407596	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000099308.13	.	.	.	downstream	upstream	mismatches	.	.	.
RPS4XP21	RPS4XP20	-/-	-/-	chr19:34092971	chr19:34023073	exon	exon	deletion/read-through	0	0	0	63	62	low	.	.	.	.	.	ENSG00000186008.7	ENSG00000249987.1	.	.	upstream	downstream	mismatches	.	.	.
AP1M2	ENSG00000267179	-/.	+/.	chr19:10575880	chr19:11957206	intron	intron	deletion/3'-3'	0	0	0	1	6	low	.	.	.	.	.	ENSG00000129354.12	ENSG00000267179.1	.	.	downstream	upstream	duplicates(1)	.	.	.
ENSG00000273734	NFIC	+/.	+/.	chr19:2308920	chr19:3426104	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000273734.1	ENSG00000141905.19	.	.	downstream	upstream	mismatches	.	.	.
FAM187B2P(12625),LSR(2702)	EEF1A1P7	./+	+/+	chr19:35245628	chr19:35383520	intergenic	exon	deletion/read-through	0	0	0	0	682	low	.	.	.	.	.	.	ENSG00000268222.1	.	.	downstream	upstream	mismatches(1)	.	.	.
NPAS1	SAE1	+/.	+/.	chr19:47033036	chr19:47118068	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000130751.10	ENSG00000142230.13	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269243	HSH2D	-/.	+/.	chr19:16131059	chr19:16145449	intron	intron	deletion/read-through/3'-3'	0	0	0	4	0	low	.	.	.	.	.	ENSG00000269243.1	ENSG00000196684.12	.	.	downstream	upstream	read_through(2)	.	.	.
TARM1	NDUFA3	-/.	+/.	chr19:54075434	chr19:54105518	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000248385.8	ENSG00000170906.16	.	.	downstream	upstream	mismatches(1)	.	.	.
RYR1	EIF3K	+/.	+/.	chr19:38577116	chr19:38623400	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000196218.14	ENSG00000178982.10	.	.	downstream	upstream	mismatches(1)	.	.	.
SEC1P	PLEKHA4	+/.	-/.	chr19:48648867	chr19:48848361	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000232871.8	ENSG00000105559.13	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF347	ZNF665	-/.	-/.	chr19:53143513	chr19:53169907	intron	intron	deletion/read-through	0	0	1	1	1	low	.	.	.	.	.	ENSG00000197937.13	ENSG00000197497.11	.	.	downstream	upstream	min_support,mismatches(1)	.	.	.
CPAMD8	USE1(1525),OCEL1(4859)	-/.	./.	chr19:16950203	chr19:17221354	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000160111.15	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000255730	PCAT19	+/.	-/.	chr19:41400727	chr19:41486612	intron	intron	deletion/read-through/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000255730.5	ENSG00000267107.9	.	.	downstream	upstream	mismatches	.	.	.
MYO1F	NFILZ(2515),ENSG00000279426(12055)	-/.	./.	chr19:8547452	chr19:8683666	intron	intergenic	deletion/read-through	0	0	0	3	3	low	.	.	.	.	.	ENSG00000142347.19	.	.	.	downstream	upstream	mismatches	.	.	.
MYO1F	MUC16	-/.	-/.	chr19:8683706	chr19:8856408	intergenic	intron	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	ENSG00000142347.19	ENSG00000181143.16	.	.	downstream	upstream	mismatches(1)	.	.	.
GRWD1	SULT2B1	+/.	+/.	chr19:48447032	chr19:48562775	intron	intron	deletion/read-through	0	0	0	2	3	low	.	.	.	.	.	ENSG00000105447.13	ENSG00000088002.12	.	.	downstream	upstream	mismatches(2)	.	.	.
ZNF540	WDR87BP(19443),WDR87(10165)	+/.	./.	chr19:37593495	chr19:37874658	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000171817.17	.	.	.	downstream	upstream	mismatches	.	.	.
ZNF567	ZNF420	+/.	+/.	chr19:36698761	chr19:37049556	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000189042.14	ENSG00000197050.11	.	.	downstream	upstream	mismatches	.	.	.
RUVBL2	SUMO1P4(708),SLC6A16(13510)	+/.	./.	chr19:49009096	chr19:49276128	intron	intergenic	deletion/read-through	0	0	0	0	9	low	.	.	.	.	.	ENSG00000183207.15	.	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF571	WDR87BP(19443),WDR87(10165)	-/.	./.	chr19:37593495	chr19:37874658	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000180479.15	.	.	.	downstream	upstream	mismatches	.	.	.
TDRD12	WDR88	+/.	+/.	chr19:32721562	chr19:33138231	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000173809.18	ENSG00000166359.11	.	.	downstream	upstream	mismatches	.	.	.
DNMT1	ICAM1	-/.	+/.	chr19:10249832	chr19:10276328	intergenic	intron	deletion/read-through/3'-3'	0	0	0	0	3	low	.	.	.	.	.	ENSG00000130816.17	ENSG00000090339.9	.	.	downstream	upstream	read_through(1)	.	.	.
DNMT1	ICAM1	-/.	+/.	chr19:10250533	chr19:10276328	intergenic	intron	deletion/read-through/3'-3'	0	0	0	0	3	low	.	.	.	.	.	ENSG00000130816.17	ENSG00000090339.9	.	.	downstream	upstream	duplicates(1)	.	.	.
CERS4	KANK3	+/.	-/.	chr19:8229521	chr19:8332108	intron	intron	deletion/read-through/5'-5'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000090661.12	ENSG00000186994.12	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF99(19602),ZNF723(28538)	ZNF723	./.	+/.	chr19:22803753	chr19:22844962	intergenic	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	.	ENSG00000268696.3	.	.	downstream	upstream	mismatches	.	.	.
ZNF14	ENSG00000267581	-/.	-/.	chr19:19730675	chr19:19765008	intron	intron	deletion/read-through	0	0	0	0	1	low	.	.	.	.	.	ENSG00000105708.9	ENSG00000267581.1	.	.	downstream	upstream	mismatches(1)	.	.	.
PNMA8A	C5AR2	-/.	+/.	chr19:46469190	chr19:46938436	intron	intergenic	deletion/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000182013.18	ENSG00000134830.6	.	.	downstream	upstream	mismatches(1)	.	.	.
MIA-RAB4B	CYP2A7P1(16249),CYP2G2P(6480)	+/.	./.	chr19:40772608	chr19:41043969	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000268975.2	.	.	.	downstream	upstream	mismatches(1)	.	.	.
PLIN3	PTPRS	-/.	-/.	chr19:4863303	chr19:5212624	intron	intron	deletion/read-through	0	0	1	2	1	low	.	.	.	.	.	ENSG00000105355.9	ENSG00000105426.19	.	.	downstream	upstream	min_support	.	.	.
LMNB2	LMNB2	-/-	-/-	chr19:2430461	chr19:2430599	3'UTR	3'UTR	duplication	0	0	0	5	6	low	.	.	.	.	.	ENSG00000176619.13	ENSG00000176619.13	.	.	upstream	downstream	hairpin(1)	.	.	.
CACNA1A	RPL12P42	-/-	-/-	chr19:13364271	chr19:13158703	exon	exon	deletion/read-through	0	0	0	0	75	low	.	.	.	.	.	ENSG00000141837.22	ENSG00000213253.5	.	.	upstream	downstream	mismatches(1)	.	.	.
ZNF880	ZNF665	+/.	-/.	chr19:52374140	chr19:53167520	intron	intron	deletion/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000221923.9	ENSG00000197497.11	.	.	downstream	upstream	mismatches	.	.	.
